Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
"192.168.1.177",57852,"35.186.224.25",443,19,7286,1215,0,0,9,990,10,6296,5978.364462,60.0807790000008,131,838
"192.168.1.177",57853,"35.186.224.25",443,19,7328,1216,0,0,9,990,10,6338,5978.364474,60.08052899999984,131,843
"192.168.1.177",57854,"130.233.229.20",443,19,4430,1217,0,0,10,2931,9,1499,5982.581901,4.066322000000582,5766,2949
"192.168.1.177",57858,"130.233.229.20",443,20,4472,1218,0,0,10,2931,10,1541,6012.916044,4.093344000000798,5728,3011
"192.168.1.177",57859,"13.107.5.88",443,18,7413,1219,0,0,8,1674,10,5739,6019.238154,63.97976800000015,209,717
"192.168.1.177",57862,"149.154.167.99",443,30,10231,1220,0,0,15,2750,15,7481,6037.346367,116.87711200000012,188,512
"192.168.1.177",57864,"130.233.229.20",443,20,4472,1221,0,0,10,2931,10,1541,6047.248835,4.068174999999428,5763,3030
"192.168.1.177",57865,"216.58.211.237",443,40,10359,1222,0,0,19,5907,21,4452,6051.52122,117.08913600000051,403,304
"192.168.1.177",50146,"195.148.124.36",5207,30,2743,1223,0,0,17,1567,13,1176,6063.622565,10.21022400000038,1227,921
"192.168.1.177",50158,"195.148.124.36",80,1389,10577992,1224,0,0,353,23596,1036,10554396,6063.625748,0.5251719999996567,359440,160776218
"192.168.1.177",50154,"195.148.124.36",5207,92599,116147923,1225,0,0,75979,115023563,16620,1124360,6063.682545,10.05563600000005,91509726,894511
"192.168.1.177",50064,"188.166.241.168",80,2857,10676877,1226,0,0,516,36351,2341,10640526,6064.151685,4.51952700000038,64344,18834760
"192.168.1.177",57868,"34.120.208.123",443,26,6030,1227,0,0,13,3747,13,2283,6066.463285,59.16756600000008,506,308
"192.168.1.177",50102,"195.148.124.138",443,28,9874,1228,0,0,16,1808,12,8066,6067.596825,0.19429000000036467,74445,332122
"192.168.1.177",50124,"195.148.124.36",80,10,1226,1229,0,0,6,504,4,722,6067.640188,0.02223099999991973,181368,259817
"192.168.1.177",57869,"34.110.207.168",443,22,5041,1230,0,0,11,3148,11,1893,6071.327768,59.24828900000011,425,255
"192.168.1.177",50106,"195.148.124.138",443,24,9582,1231,0,0,13,1610,11,7972,6071.816131,0.13404500000069675,96087,475780
"192.168.1.177",50134,"195.148.124.36",5203,30,2761,1232,0,0,17,1580,13,1181,6074.236812,10.23427300000003,1235,923
"192.168.1.177",50130,"188.166.241.168",80,10,1228,1233,0,0,6,505,4,723,6074.31963,0.8576599999996688,4710,6743
"192.168.1.177",50144,"195.148.124.36",5203,20587,248932251,1234,0,0,6002,397833,14585,248534418,6074.320455,10.147759000000406,313632,195932456
"192.168.1.177",50148,"195.148.124.138",443,28,10099,1235,0,0,16,1796,12,8303,6076.940638,15.167661000000408,947,4379
"192.168.1.177",57871,"130.233.229.20",443,20,4472,1236,0,0,10,2931,10,1541,6078.561004,4.096024999999827,5724,3009
"192.168.1.177",50088,"188.166.241.168",5209,35,3077,1237,0,0,19,1706,16,1371,6084.473307,13.158599999999751,1037,833
"192.168.1.177",50092,"188.166.241.168",5209,1410,1409189,1238,0,0,912,1376469,498,32720,6085.624121,11.09586600000057,992419,23590
"192.168.1.177",57872,"152.199.20.202",443,20,6780,1239,0,0,11,1487,9,5293,6086.836852,0.31590999999934866,37656,134038
"192.168.1.177",50152,"188.166.241.168",5204,33,2946,1240,0,0,18,1645,15,1301,6097.365041,13.223735999999917,995,787
"192.168.1.177",50156,"188.166.241.168",5204,6193,65162851,1241,0,0,2023,135831,4170,65027020,6098.531887,11.775494999999864,92280,44177859
"192.168.1.177",57875,"130.233.229.20",443,20,4472,1242,0,0,10,2931,10,1541,6108.869003,4.076673999999912,5751,3024
"192.168.1.177",57878,"216.58.210.174",443,60,20519,1243,0,0,27,12777,33,7742,6123.439788,0.09132500000032451,1119255,678193
"192.168.1.177",57879,"52.184.217.20",443,21,5572,1244,0,0,12,1973,9,3599,6123.992231,0.5173329999997804,30510,55654
"192.168.1.177",57880,"162.55.83.113",443,46,12709,1245,0,0,23,4938,23,7771,6125.610009,9.661323999999695,4088,6434
"192.168.1.177",57881,"130.233.229.20",443,19871,27036749,1246,0,0,15871,23628593,4000,3408156,6127.360555,6.195737000000008,30509484,4400646
"192.168.1.177",57883,"130.233.229.20",443,754,3140297,1247,0,0,220,15638,534,3124659,6133.302103,0.32669199999963894,382941,76516327
"192.168.1.177",57884,"130.233.229.20",443,647,2955301,1248,0,0,200,13454,447,2941847,6133.303432,0.4435320000002321,242670,53062182
"192.168.1.177",57886,"20.190.181.3",443,24,23252,1249,0,0,13,6268,11,16984,6143.641318,0.3654450000003635,137213,371798
"192.168.1.177",57887,"130.233.229.20",443,20,18753,1250,0,0,11,4096,9,14657,6144.135181,3.2068490000001475,10218,36564
"192.168.1.177",57888,"130.233.229.20",443,21,19685,1251,0,0,11,4979,10,14706,6147.349701,2.6876499999998487,14820,43773
"192.168.1.177",57889,"130.233.229.20",443,93,309688,1252,0,0,27,8222,66,301466,6150.06606,2.0827289999997447,31581,1157965
"192.168.1.177",57890,"52.85.49.50",443,21,8935,1253,0,0,10,1823,11,7112,6151.701614,0.10202900000058435,142939,557645
"192.168.1.177",57891,"130.233.229.20",443,154,1010599,1254,0,0,48,6267,106,1004332,6152.480494,5.008106999999654,10010,1604329
"192.168.1.177",57892,"130.233.229.20",443,159,952009,1255,0,0,55,5379,104,946630,6152.484492,4.1914090000000215,10266,1806800
"192.168.1.177",57893,"130.233.229.20",443,128,953597,1256,0,0,52,4588,76,949009,6152.491151,4.218431000000237,8700,1799738
"192.168.1.177",57894,"130.233.229.20",443,22,8287,1257,0,0,11,2811,11,5476,6152.496168,4.162859000000026,5402,10523
"192.168.1.177",57896,"62.183.170.16",443,23,8314,1258,0,0,11,2066,12,6248,6158.80739,0.9263970000001791,17841,53955
"192.168.1.177",57897,"54.246.205.176",443,23,9244,1259,0,0,11,1802,12,7442,6162.82013,0.8900430000003325,16196,66891
"192.168.1.177",57898,"54.246.205.176",443,14,2798,1260,0,0,6,1627,8,1171,6163.669508,0.2602520000000368,50013,35995
